,Crime_ID,Theft_Type
4903,8279,Theft from Vehicle
4904,8280,Other Theft
4905,8281,Other Theft
4906,8283,Other Theft
4907,8284,Theft of Bicycle
4908,8286,Theft from Vehicle
4910,8291,Other Theft
4911,8294,Theft from Vehicle
4912,8295,Theft of Vehicle
4913,8298,Theft of Bicycle
4914,8299,Theft of Bicycle
4915,8302,Theft from Vehicle
4917,8304,Theft of Bicycle
4919,8306,Theft from Vehicle
4920,8309,Theft of Bicycle
4921,8310,Theft from Vehicle
4922,8317,Theft from Vehicle
4923,8319,Other Theft
4924,8320,Theft from Vehicle
4925,8321,Other Theft
4926,8322,Other Theft
4927,8323,Other Theft
4928,8324,Theft from Vehicle
4930,8326,Other Theft
4931,8327,Theft from Vehicle
4932,8329,Theft from Vehicle
4933,8330,Theft from Vehicle
4934,8331,Theft of Bicycle
4936,8337,Theft of Vehicle
4937,8339,Theft from Vehicle
4938,8340,Theft from Vehicle
4941,8345,Other Theft
4942,8348,Theft of Bicycle
4943,8350,Theft from Vehicle
4944,8351,Theft from Vehicle
4945,8353,Theft from Vehicle
4946,8355,Theft from Vehicle
4947,8357,Theft from Vehicle
4948,8360,Theft of Vehicle
4949,8361,Theft from Vehicle
4950,8362,Theft from Vehicle
4951,8363,Theft from Vehicle
4952,8364,Theft of Vehicle
4953,8366,Theft of Bicycle
4954,8368,Theft of Vehicle
4955,8369,Theft of Bicycle
4956,8378,Other Theft
4957,8380,Theft from Vehicle
4958,8382,Other Theft
4959,8383,Other Theft
4960,8384,Other Theft
4961,8386,Theft of Bicycle
4962,8387,Theft from Vehicle
4963,8388,Theft from Vehicle
4964,8390,Other Theft
4966,8395,Theft from Vehicle
4967,8396,Theft of Bicycle
4968,8397,Theft from Vehicle
4970,8400,Other Theft
4971,8401,Theft from Vehicle
4973,8404,Theft from Vehicle
4975,8407,Theft of Bicycle
4976,8408,Theft from Vehicle
4977,8409,Theft of Bicycle
4978,8412,Other Theft
4979,8415,Theft of Vehicle
4980,8416,Theft of Vehicle
4981,8417,Theft of Bicycle
4982,8419,Theft of Vehicle
4985,8425,Theft of Vehicle
4986,8426,Theft from Vehicle
4987,8427,Theft of Vehicle
4988,8428,Theft of Vehicle
4989,8429,Theft from Vehicle
4990,8432,Theft of Bicycle
4991,8433,Other Theft
4992,8435,Theft of Bicycle
4993,8438,Other Theft
4997,8444,Other Theft
4998,8445,Theft of Vehicle
4999,8446,Theft of Vehicle
5001,8449,Other Theft
5002,8451,Theft from Vehicle
5004,8453,Theft from Vehicle
5005,8454,Theft from Vehicle
5006,8455,Theft of Bicycle
5007,8456,Theft of Bicycle
5008,8459,Theft of Bicycle
5009,8460,Theft of Bicycle
5010,8462,Theft from Vehicle
5011,8463,Theft from Vehicle
5012,8467,Theft of Bicycle
5013,8468,Theft from Vehicle
5014,8469,Other Theft
5015,8470,Theft from Vehicle
5016,8471,Theft from Vehicle
5017,8472,Other Theft
5018,8473,Theft of Vehicle
5019,8474,Theft from Vehicle
5020,8475,Theft from Vehicle
5021,8476,Other Theft
5022,8479,Theft of Vehicle
5023,8484,Theft from Vehicle
5024,8485,Theft from Vehicle
5025,8486,Other Theft
5027,8489,Theft from Vehicle
5029,8492,Theft of Vehicle
5033,8496,Other Theft
5035,8500,Other Theft
5036,8502,Other Theft
5037,8506,Theft from Vehicle
5040,8511,Theft of Bicycle
5044,8515,Theft from Vehicle
5045,8516,Theft of Vehicle
5047,8518,Theft from Vehicle
5048,8520,Theft of Vehicle
5049,8521,Theft of Vehicle
5050,8522,Theft of Vehicle
5051,8523,Theft from Vehicle
5054,8529,Theft from Vehicle
5055,8530,Theft from Vehicle
5056,8531,Other Theft
5059,8539,Theft from Vehicle
5060,8541,Theft of Bicycle
5061,8546,Theft of Vehicle
5062,8548,Other Theft
5063,8549,Other Theft
5064,8552,Other Theft
5065,8553,Theft of Vehicle
5066,8554,Theft of Bicycle
5067,8556,Theft of Vehicle
5068,8557,Theft from Vehicle
5069,8558,Theft of Bicycle
5070,8561,Theft of Bicycle
5071,8562,Theft of Bicycle
5074,8568,Theft of Vehicle
5075,8569,Theft of Vehicle
5076,8570,Theft of Vehicle
5077,8574,Theft of Vehicle
5078,8575,Theft of Vehicle
5079,8576,Theft of Vehicle
5080,8578,Theft from Vehicle
5081,8579,Theft of Bicycle
5082,8585,Theft from Vehicle
5083,8592,Theft from Vehicle
5084,8593,Theft of Bicycle
5085,8594,Theft of Vehicle
5087,8596,Theft from Vehicle
5088,8598,Theft of Vehicle
5089,8600,Theft from Vehicle
5091,8602,Theft from Vehicle
5092,8604,Theft of Bicycle
5094,8613,Other Theft
5097,8617,Theft from Vehicle
5098,8618,Theft of Vehicle
5100,8621,Theft from Vehicle
5101,8622,Theft from Vehicle
5102,8625,Theft of Vehicle
5104,8627,Theft from Vehicle
5105,8629,Theft from Vehicle
5106,8630,Theft from Vehicle
5107,8631,Theft of Vehicle
5108,8632,Theft of Vehicle
5109,8635,Theft from Vehicle
5112,8639,Theft from Vehicle
5113,8643,Other Theft
5114,8644,Theft of Bicycle
5115,8646,Theft from Vehicle
5118,8651,Theft of Bicycle
5121,8657,Theft from Vehicle
5122,8658,Theft from Vehicle
5123,8659,Theft from Vehicle
5124,8660,Theft of Bicycle
5126,8666,Theft of Bicycle
5127,8667,Theft from Vehicle
5129,8672,Theft from Vehicle
5132,8678,Theft from Vehicle
5135,8682,Theft of Vehicle
5136,8686,Other Theft
5138,8689,Theft from Vehicle
5139,8690,Theft from Vehicle
5140,8691,Theft from Vehicle
5142,8694,Theft from Vehicle
5144,8698,Theft from Vehicle
5146,8703,Theft from Vehicle
5149,8712,Theft of Bicycle
5152,8717,Theft from Vehicle
5153,8723,Theft from Vehicle
5154,8724,Theft from Vehicle
5155,8727,Theft from Vehicle
5158,8734,Theft from Vehicle
5160,8736,Theft of Vehicle
5161,8739,Theft from Vehicle
5162,8740,Theft from Vehicle
5164,8745,Theft of Vehicle
5165,8748,Theft of Vehicle
5166,8749,Theft from Vehicle
5172,8760,Theft of Vehicle
5175,8764,Theft of Bicycle
5176,8765,Theft from Vehicle
5177,8766,Theft from Vehicle
5179,8769,Theft of Vehicle
5180,8770,Theft from Vehicle
5181,8772,Theft of Bicycle
5183,8774,Theft of Vehicle
5184,8775,Theft from Vehicle
5185,8778,Theft from Vehicle
5186,8779,Theft of Bicycle
5188,8785,Theft of Bicycle
5190,8787,Theft of Bicycle
5192,8789,Theft of Vehicle
5193,8790,Theft of Vehicle
5194,8792,Theft of Bicycle
5195,8793,Theft from Vehicle
5196,8794,Theft from Vehicle
5197,8795,Theft of Vehicle
5199,8798,Theft from Vehicle
5200,8799,Other Theft
5201,8800,Theft from Vehicle
5205,8810,Theft from Vehicle
5211,8818,Theft from Vehicle
5213,8820,Theft of Bicycle
5215,8822,Theft of Vehicle
5216,8823,Theft from Vehicle
5217,8824,Theft from Vehicle
5219,8826,Theft from Vehicle
5221,8829,Theft from Vehicle
5224,8832,Theft of Bicycle
5225,8833,Theft from Vehicle
5227,8835,Theft of Vehicle
5228,8836,Theft from Vehicle
5231,8841,Theft from Vehicle
5232,8842,Theft from Vehicle
5233,8849,Theft of Bicycle
5234,8850,Theft of Bicycle
5235,8851,Theft from Vehicle
5236,8852,Theft from Vehicle
5237,8853,Theft from Vehicle
5240,8858,Theft from Vehicle
5242,8865,Theft from Vehicle
5244,8870,Theft from Vehicle
5245,8873,Theft of Vehicle
5249,8883,Theft from Vehicle
5251,8885,Theft of Vehicle
5252,8886,Theft of Vehicle
5253,8887,Theft of Vehicle
5254,8888,Theft from Vehicle
5255,8889,Theft from Vehicle
5256,8890,Theft from Vehicle
5257,8891,Theft from Vehicle
5258,8894,Theft of Vehicle
5260,8897,Theft from Vehicle
5261,8898,Theft from Vehicle
5263,8901,Theft of Bicycle
5264,8903,Theft of Bicycle
5265,8905,Theft from Vehicle
5266,8907,Theft from Vehicle
5267,8908,Other Theft
5268,8909,Theft from Vehicle
5269,8910,Theft from Vehicle
5272,8914,Theft from Vehicle
5275,8921,Theft from Vehicle
5276,8922,Theft from Vehicle
5277,8924,Theft from Vehicle
5278,8926,Theft from Vehicle
5279,8929,Theft from Vehicle
5280,8930,Theft of Bicycle
5281,8932,Theft from Vehicle
5286,8940,Theft from Vehicle
5287,8945,Theft of Bicycle
5288,8946,Theft from Vehicle
5289,8947,Theft from Vehicle
5290,8948,Theft of Bicycle
5291,8952,Theft from Vehicle
5293,8955,Other Theft
5294,8958,Theft from Vehicle
5297,8963,Theft of Bicycle
5298,8964,Theft from Vehicle
5301,8968,Theft from Vehicle
5304,8976,Other Theft
5306,8979,Theft from Vehicle
5307,8984,Theft from Vehicle
5308,8985,Theft from Vehicle
5309,8987,Theft from Vehicle
5310,8988,Theft of Bicycle
5311,8990,Theft of Bicycle
5312,8991,Theft of Vehicle
5313,8992,Other Theft
5314,8994,Theft of Vehicle
5315,8995,Other Theft
5318,9001,Theft from Vehicle
5319,9002,Theft of Bicycle
5320,9003,Theft of Bicycle
5321,9004,Theft of Vehicle
5322,9005,Theft from Vehicle
5323,9009,Theft from Vehicle
5325,9011,Other Theft
5326,9012,Theft from Vehicle
5328,9014,Theft from Vehicle
5329,9015,Other Theft
5330,9016,Theft from Vehicle
5331,9018,Theft from Vehicle
5333,9020,Theft of Vehicle
5335,9022,Theft from Vehicle
5338,9026,Theft from Vehicle
5339,9027,Other Theft
5340,9028,Other Theft
5341,9030,Theft of Vehicle
5342,9031,Other Theft
5343,9033,Theft from Vehicle
5345,9037,Theft of Bicycle
5348,9041,Theft from Vehicle
5349,9042,Theft from Vehicle
5350,9043,Theft of Bicycle
5354,9050,Theft from Vehicle
5355,9051,Theft of Bicycle
5356,9053,Other Theft
5357,9054,Theft from Vehicle
5359,9058,Theft from Vehicle
5360,9060,Theft of Bicycle
5361,9062,Theft from Vehicle
5362,9063,Theft from Vehicle
5363,9064,Theft from Vehicle
5364,9065,Theft from Vehicle
5367,9068,Theft from Vehicle
5369,9071,Theft of Vehicle
5370,9072,Theft of Vehicle
5371,9073,Theft of Bicycle
5372,9075,Theft of Bicycle
5373,9076,Theft of Vehicle
5374,9078,Theft of Vehicle
5376,9082,Theft of Bicycle
5377,9083,Theft of Bicycle
5379,9085,Theft from Vehicle
5380,9088,Theft from Vehicle
5381,9089,Theft from Vehicle
5382,9090,Theft of Vehicle
5383,9091,Theft of Vehicle
5385,9094,Theft of Bicycle
5387,9096,Theft from Vehicle
5388,9099,Theft from Vehicle
5390,9106,Theft from Vehicle
5393,9111,Theft of Vehicle
5394,9112,Theft from Vehicle
5396,9115,Theft from Vehicle
5398,9118,Theft from Vehicle
5399,9119,Theft from Vehicle
5400,9121,Theft of Vehicle
5401,9123,Other Theft
5402,9124,Theft from Vehicle
5403,9125,Theft of Vehicle
5404,9126,Theft from Vehicle
5405,9127,Theft of Vehicle
5406,9128,Theft of Vehicle
5409,9132,Theft from Vehicle
5410,9135,Theft from Vehicle
5411,9137,Theft from Vehicle
5412,9138,Theft of Vehicle
5413,9140,Other Theft
5414,9141,Other Theft
5415,9143,Theft of Vehicle
5416,9145,Other Theft
5417,9146,Theft of Vehicle
5419,9154,Other Theft
5421,9156,Theft of Vehicle
5422,9157,Theft of Bicycle
5423,9158,Theft of Bicycle
5424,9159,Other Theft
5425,9161,Theft from Vehicle
5427,9166,Theft from Vehicle
5428,9170,Theft from Vehicle
5429,9171,Theft of Vehicle
5430,9172,Theft from Vehicle
5432,9180,Theft from Vehicle
5433,9183,Theft from Vehicle
5435,9185,Theft of Vehicle
5436,9188,Theft from Vehicle
5437,9190,Theft from Vehicle
5438,9191,Theft from Vehicle
5440,9193,Theft from Vehicle
5441,9194,Theft of Vehicle
5442,9196,Theft of Vehicle
5444,9201,Theft of Vehicle
5445,9203,Theft from Vehicle
5447,9209,Theft of Vehicle
5448,9210,Theft of Bicycle
5449,9211,Theft of Vehicle
5450,9214,Theft from Vehicle
5451,9215,Theft from Vehicle
5453,9219,Theft from Vehicle
5455,9223,Theft of Bicycle
5456,9226,Theft of Vehicle
5457,9227,Theft of Vehicle
5458,9229,Theft from Vehicle
5459,9230,Theft of Vehicle
5460,9231,Other Theft
5461,9232,Theft from Vehicle
5463,9236,Theft from Vehicle
5465,9238,Theft of Vehicle
5466,9239,Theft from Vehicle
5467,9242,Theft from Vehicle
5468,9243,Theft from Vehicle
5469,9244,Theft from Vehicle
5470,9245,Theft of Vehicle
5472,9247,Other Theft
5473,9248,Other Theft
5475,9250,Other Theft
5476,9263,Theft from Vehicle
5477,9266,Theft from Vehicle
5478,9267,Theft from Vehicle
5479,9268,Theft from Vehicle
5481,9270,Theft from Vehicle
5483,9272,Theft from Vehicle
5486,9284,Theft of Bicycle
5487,9288,Theft of Vehicle
5489,9290,Theft of Vehicle
5490,9293,Theft from Vehicle
5492,9305,Theft from Vehicle
5493,9308,Theft from Vehicle
5494,9312,Theft from Vehicle
5495,9315,Theft from Vehicle
5496,9316,Theft of Vehicle
5497,9319,Theft of Vehicle
5498,9320,Theft of Vehicle
5499,9322,Theft from Vehicle
5500,9323,Theft of Bicycle
5501,9325,Theft from Vehicle
5502,9327,Theft of Vehicle
5503,9328,Theft of Bicycle
5504,9329,Theft of Bicycle
5505,9330,Theft of Vehicle
5506,9335,Theft of Bicycle
5507,9337,Theft from Vehicle
5508,9339,Theft from Vehicle
5509,9340,Theft from Vehicle
5510,9341,Theft from Vehicle
5512,9345,Theft of Vehicle
5513,9346,Theft of Vehicle
5514,9347,Theft from Vehicle
5515,9348,Theft of Vehicle
5516,9349,Theft from Vehicle
5520,9354,Theft from Vehicle
5521,9355,Theft from Vehicle
5522,9356,Theft of Vehicle
5523,9357,Theft of Bicycle
5524,9359,Theft from Vehicle
5525,9360,Theft from Vehicle
5526,9361,Theft from Vehicle
5527,9362,Theft of Vehicle
5528,9363,Theft from Vehicle
5529,9364,Theft from Vehicle
5530,9366,Theft of Bicycle
5533,9370,Theft from Vehicle
5534,9373,Theft from Vehicle
5536,9376,Theft from Vehicle
5537,9379,Theft of Bicycle
5538,9382,Theft from Vehicle
5539,9384,Theft from Vehicle
5540,9386,Theft of Bicycle
5541,9387,Theft of Bicycle
5542,9391,Theft from Vehicle
5544,9394,Theft from Vehicle
5545,9395,Theft of Bicycle
5551,9403,Theft of Bicycle
5552,9405,Theft from Vehicle
5553,9407,Theft from Vehicle
5556,9410,Other Theft
5559,9414,Theft from Vehicle
5560,9416,Theft from Vehicle
5561,9417,Theft from Vehicle
5564,9420,Theft of Bicycle
5565,9421,Theft from Vehicle
5568,9424,Theft from Vehicle
5569,9425,Theft from Vehicle
5570,9426,Theft from Vehicle
5572,9428,Theft from Vehicle
5573,9430,Theft from Vehicle
5574,9432,Theft from Vehicle
5575,9433,Theft from Vehicle
5576,9434,Theft from Vehicle
5577,9435,Theft from Vehicle
5579,9437,Theft of Bicycle
5580,9439,Theft from Vehicle
5582,9441,Theft from Vehicle
5583,9443,Theft from Vehicle
5585,9447,Theft from Vehicle
5586,9449,Theft from Vehicle
5587,9451,Theft from Vehicle
5588,9452,Theft of Vehicle
5589,9453,Theft from Vehicle
5590,9454,Theft from Vehicle
5593,9459,Theft from Vehicle
5594,9460,Theft of Bicycle
5597,9464,Theft from Vehicle
5599,9466,Theft from Vehicle
5601,9468,Theft of Bicycle
5602,9469,Theft from Vehicle
5603,9470,Theft from Vehicle
5604,9471,Theft from Vehicle
5605,9476,Theft from Vehicle
5607,9481,Theft from Vehicle
5608,9482,Theft of Bicycle
5611,9494,Theft of Bicycle
5612,9498,Theft from Vehicle
5613,9499,Theft from Vehicle
5614,9501,Theft of Bicycle
5615,9503,Theft from Vehicle
5617,9505,Theft of Bicycle
5619,9510,Theft from Vehicle
5620,9512,Theft from Vehicle
5623,9518,Theft from Vehicle
5628,9524,Theft of Bicycle
5629,9525,Theft from Vehicle
5630,9526,Theft from Vehicle
5635,9532,Theft from Vehicle
5636,9535,Theft from Vehicle
5637,9537,Theft from Vehicle
5638,9538,Theft from Vehicle
5639,9542,Theft from Vehicle
5640,9543,Theft of Bicycle
5641,9544,Theft from Vehicle
5642,9545,Theft from Vehicle
5643,9546,Theft from Vehicle
5645,9548,Theft of Bicycle
5646,9549,Theft from Vehicle
5648,9552,Theft from Vehicle
5649,9554,Theft from Vehicle
5650,9555,Theft of Bicycle
5652,9565,Theft of Bicycle
5656,9574,Other Theft
5658,9576,Theft of Vehicle
5659,9579,Theft from Vehicle
5660,9580,Theft from Vehicle
5661,9582,Theft from Vehicle
5662,9583,Theft from Vehicle
5663,9584,Theft from Vehicle
5664,9586,Theft of Bicycle
5665,9587,Theft from Vehicle
5666,9588,Other Theft
5667,9589,Theft of Bicycle
5668,9591,Other Theft
5669,9592,Theft of Vehicle
5670,9593,Theft from Vehicle
5671,9594,Theft from Vehicle
5672,9595,Theft of Bicycle
5673,9596,Theft of Vehicle
5674,9600,Theft from Vehicle
5675,9601,Theft of Bicycle
5677,9606,Theft of Bicycle
5678,9607,Other Theft
5679,9612,Other Theft
5680,9613,Other Theft
5681,9615,Theft of Bicycle
5682,9616,Theft from Vehicle
5683,9617,Theft from Vehicle
5684,9618,Theft from Vehicle
5685,9620,Theft from Vehicle
5686,9621,Theft from Vehicle
5690,9627,Theft from Vehicle
5691,9628,Theft from Vehicle
5692,9630,Theft of Bicycle
5694,9638,Theft from Vehicle
5696,9646,Theft from Vehicle
5697,9650,Theft from Vehicle
5698,9651,Theft from Vehicle
5702,9656,Theft from Vehicle
5703,9659,Theft from Vehicle
5704,9660,Theft from Vehicle
5705,9661,Theft from Vehicle
5706,9662,Theft from Vehicle
5707,9663,Theft from Vehicle
5708,9665,Theft from Vehicle
5709,9666,Theft from Vehicle
5710,9667,Theft from Vehicle
5711,9669,Theft from Vehicle
5713,9673,Theft of Vehicle
5714,9674,Theft of Vehicle
5715,9676,Theft from Vehicle
5716,9677,Theft of Vehicle
5717,9678,Other Theft
5718,9679,Theft of Bicycle
5719,9681,Theft of Bicycle
5720,9683,Theft of Vehicle
5726,9691,Theft from Vehicle
5728,9693,Theft from Vehicle
5730,9695,Theft from Vehicle
5731,9696,Theft of Vehicle
5732,9697,Theft of Bicycle
5733,9698,Theft from Vehicle
5734,9699,Theft of Vehicle
5735,9700,Theft of Vehicle
5736,9701,Theft of Vehicle
5737,9704,Theft of Vehicle
5738,9705,Theft of Vehicle
5739,9706,Other Theft
5740,9708,Theft from Vehicle
5741,9709,Theft from Vehicle
5742,9713,Theft from Vehicle
5744,9716,Theft of Vehicle
5745,9717,Other Theft
5746,9718,Theft from Vehicle
5747,9720,Theft from Vehicle
5748,9721,Theft from Vehicle
5749,9722,Theft of Vehicle
5750,9723,Theft from Vehicle
5752,9727,Theft from Vehicle
5754,9729,Theft from Vehicle
5756,9731,Theft from Vehicle
5757,9733,Theft from Vehicle
5758,9735,Other Theft
5760,9737,Theft from Vehicle
5762,9739,Theft from Vehicle
5763,9741,Theft from Vehicle
5764,9742,Theft from Vehicle
5765,9744,Theft from Vehicle
5766,9746,Theft from Vehicle
5767,9747,Theft from Vehicle
5768,9751,Theft from Vehicle
5769,9755,Theft of Vehicle
5770,9756,Other Theft
5771,9758,Theft from Vehicle
5773,9765,Theft from Vehicle
5776,9771,Other Theft
5777,9774,Theft from Vehicle
5778,9775,Theft of Vehicle
5779,9776,Theft from Vehicle
5780,9778,Theft from Vehicle
5781,9779,Theft from Vehicle
5782,9780,Theft from Vehicle
5783,9781,Theft from Vehicle
5784,9783,Theft from Vehicle
5785,9784,Theft from Vehicle
5786,9785,Theft from Vehicle
5787,9787,Other Theft
5788,9791,Theft from Vehicle
5789,9792,Theft of Bicycle
5790,9795,Theft of Bicycle
5791,9796,Other Theft
5792,9797,Theft from Vehicle
5793,9799,Theft from Vehicle
5794,9801,Theft of Vehicle
5795,9808,Theft from Vehicle
5796,9809,Theft from Vehicle
5797,9813,Theft from Vehicle
5798,9815,Theft of Bicycle
5800,9818,Theft of Bicycle
5801,9821,Theft from Vehicle
5803,9823,Theft of Vehicle
5804,9825,Theft of Vehicle
5805,9826,Other Theft
5806,9827,Theft of Vehicle
5808,9829,Theft from Vehicle
5809,9837,Theft from Vehicle
5812,9840,Theft from Vehicle
5813,9843,Other Theft
5814,9844,Theft of Vehicle
5815,9845,Other Theft
5816,9846,Theft from Vehicle
5817,9848,Theft from Vehicle
5818,9851,Theft of Vehicle
5819,9853,Other Theft
5820,9854,Theft from Vehicle
5821,9855,Other Theft
5822,9856,Theft from Vehicle
5823,9861,Theft from Vehicle
5824,9864,Theft from Vehicle
5826,9867,Theft from Vehicle
5828,9869,Theft of Bicycle
5829,9870,Theft from Vehicle
5830,9871,Other Theft
5831,9872,Theft of Bicycle
5832,9874,Theft of Vehicle
5833,9876,Theft from Vehicle
5834,9877,Other Theft
5836,9882,Theft from Vehicle
5839,9892,Theft from Vehicle
5840,9893,Theft of Vehicle
5842,9897,Other Theft
5843,9899,Theft of Bicycle
5849,9908,Theft of Vehicle
5850,9909,Theft of Vehicle
5851,9910,Theft from Vehicle
5855,9915,Theft of Vehicle
5856,9918,Theft from Vehicle
5857,9920,Theft from Vehicle
5858,9922,Theft from Vehicle
5859,9923,Theft from Vehicle
5860,9924,Theft from Vehicle
5864,9932,Theft from Vehicle
5865,9933,Theft from Vehicle
5866,9936,Theft of Vehicle
5867,9937,Theft from Vehicle
5868,9938,Theft of Vehicle
5869,9939,Theft of Vehicle
5870,9940,Theft of Vehicle
5871,9941,Theft from Vehicle
5873,9946,Theft from Vehicle
5874,9947,Theft from Vehicle
5875,9948,Theft from Vehicle
5876,9949,Theft from Vehicle
5878,9952,Theft of Vehicle
5879,9953,Theft of Vehicle
5880,9956,Theft from Vehicle
5881,9961,Theft from Vehicle
5883,9964,Theft from Vehicle
5886,9970,Theft from Vehicle
5888,9974,Theft of Vehicle
5889,9976,Theft from Vehicle
5890,9977,Theft from Vehicle
5893,9982,Theft from Vehicle
5894,9983,Theft from Vehicle
5897,9986,Theft of Vehicle
5898,9987,Theft from Vehicle
5899,9988,Theft from Vehicle
5900,9989,Theft from Vehicle
5902,9992,Theft of Vehicle
5903,9993,Theft of Bicycle
5909,10000,Theft from Vehicle
5910,10001,Theft of Vehicle
5911,10002,Theft of Bicycle
5912,10003,Theft from Vehicle
5913,10004,Theft from Vehicle
5915,10006,Theft from Vehicle
5916,10010,Theft of Vehicle
5917,10011,Theft of Vehicle
5918,10012,Theft of Vehicle
5923,10023,Theft of Vehicle
5924,10025,Theft of Vehicle
5925,10026,Theft from Vehicle
5926,10027,Theft from Vehicle
5927,10028,Theft from Vehicle
5928,10029,Theft from Vehicle
5930,10033,Theft from Vehicle
5933,10036,Theft of Bicycle
5934,10037,Theft from Vehicle
5937,10048,Theft from Vehicle
5938,10050,Theft of Bicycle
5939,10051,Theft of Bicycle
5941,10054,Theft of Bicycle
5942,10055,Theft of Bicycle
5943,10056,Theft of Bicycle
5944,10058,Theft from Vehicle
5946,10061,Theft from Vehicle
5947,10062,Theft from Vehicle
5948,10063,Theft of Bicycle
5949,10066,Theft from Vehicle
5951,10068,Theft of Bicycle
5952,10069,Theft of Bicycle
5953,10070,Theft of Bicycle
5954,10071,Theft of Bicycle
5957,10080,Theft from Vehicle
5958,10081,Theft of Vehicle
5959,10083,Theft of Bicycle
5960,10085,Theft from Vehicle
5962,10088,Theft of Vehicle
5965,10093,Theft from Vehicle
5966,10094,Theft from Vehicle
5968,10098,Theft from Vehicle
5973,10104,Theft from Vehicle
5975,10112,Theft from Vehicle
5977,10114,Theft from Vehicle
5978,10115,Theft from Vehicle
5980,10117,Theft from Vehicle
5981,10118,Theft from Vehicle
5982,10119,Theft from Vehicle
5984,10121,Theft of Vehicle
5985,10123,Theft of Vehicle
5987,10125,Theft of Vehicle
5988,10126,Theft from Vehicle
5989,10127,Theft of Bicycle
5990,10130,Theft of Vehicle
5991,10132,Theft of Vehicle
5992,10135,Theft from Vehicle
5995,10139,Theft from Vehicle
5996,10141,Theft from Vehicle
5999,10144,Theft from Vehicle
6001,10146,Other Theft
6002,10147,Theft from Vehicle
6003,10148,Other Theft
6004,10150,Theft from Vehicle
6005,10153,Theft from Vehicle
6006,10154,Theft from Vehicle
6007,10156,Theft from Vehicle
6008,10158,Other Theft
6011,10161,Other Theft
6014,10165,Theft from Vehicle
6016,10167,Theft from Vehicle
6018,10171,Theft from Vehicle
6020,10174,Other Theft
6021,10179,Theft from Vehicle
6022,10181,Theft of Vehicle
6024,10185,Theft from Vehicle
6025,10188,Theft from Vehicle
6028,10192,Theft of Vehicle
6029,10197,Theft from Vehicle
6030,10198,Theft from Vehicle
6031,10199,Theft from Vehicle
6032,10201,Theft from Vehicle
6033,10203,Theft from Vehicle
6034,10206,Theft from Vehicle
6035,10207,Theft from Vehicle
6036,10209,Theft from Vehicle
6038,10212,Theft from Vehicle
6039,10215,Theft from Vehicle
6041,10219,Theft from Vehicle
6044,10229,Theft from Vehicle
6045,10230,Theft from Vehicle
6046,10231,Theft from Vehicle
6047,10232,Theft from Vehicle
6049,10234,Theft from Vehicle
6050,10235,Theft from Vehicle
6055,10242,Theft from Vehicle
6056,10243,Theft from Vehicle
6060,10250,Theft of Vehicle
6064,10257,Theft from Vehicle
6065,10258,Theft from Vehicle
6066,10259,Theft of Vehicle
6067,10261,Theft from Vehicle
6068,10262,Theft from Vehicle
6070,10264,Theft from Vehicle
6074,10272,Theft from Vehicle
6076,10277,Theft from Vehicle
6077,10278,Theft from Vehicle
6078,10280,Theft from Vehicle
6079,10281,Theft from Vehicle
6082,10284,Theft from Vehicle
6083,10286,Theft from Vehicle
6084,10287,Theft from Vehicle
6085,10288,Theft of Bicycle
6086,10290,Theft of Vehicle
6088,10292,Theft from Vehicle
6091,10298,Theft from Vehicle
6092,10302,Theft from Vehicle
6093,10303,Theft from Vehicle
6094,10304,Theft from Vehicle
6097,10309,Theft from Vehicle
6098,10310,Theft from Vehicle
6099,10313,Theft from Vehicle
6101,10315,Theft of Vehicle
6106,10325,Theft from Vehicle
6107,10331,Theft from Vehicle
6113,10337,Theft from Vehicle
6116,10341,Theft from Vehicle
6117,10342,Theft from Vehicle
6119,10344,Theft of Bicycle
6121,10346,Theft from Vehicle
6124,10349,Theft from Vehicle
6125,10350,Theft from Vehicle
6127,10352,Theft from Vehicle
6128,10353,Theft of Vehicle
6129,10354,Theft from Vehicle
6131,10356,Theft of Bicycle
6132,10357,Other Theft
6133,10358,Theft from Vehicle
6134,10359,Theft of Vehicle
6135,10360,Theft from Vehicle
6136,10361,Theft from Vehicle
6137,10362,Theft of Bicycle
6138,10364,Other Theft
6139,10365,Theft from Vehicle
6140,10367,Theft from Vehicle
6141,10371,Theft from Vehicle
6142,10372,Theft of Vehicle
6144,10377,Theft of Vehicle
6145,10378,Theft of Vehicle
6147,10380,Theft from Vehicle
6148,10381,Theft of Bicycle
6149,10382,Other Theft
6150,10383,Theft from Vehicle
6151,10385,Theft of Vehicle
6154,10389,Theft of Bicycle
6155,10391,Theft from Vehicle
6156,10393,Theft from Vehicle
6157,10395,Theft from Vehicle
6158,10396,Theft of Bicycle
6159,10398,Theft of Bicycle
6160,10400,Theft from Vehicle
6162,10402,Theft of Bicycle
6164,10406,Theft from Vehicle
6165,10408,Theft from Vehicle
6166,10410,Theft of Bicycle
6167,10411,Theft of Bicycle
6168,10412,Theft from Vehicle
6170,10415,Theft from Vehicle
6172,10417,Theft of Vehicle
6173,10420,Theft of Bicycle
6175,10422,Theft of Bicycle
6177,10427,Theft from Vehicle
6178,10428,Theft of Bicycle
6179,10431,Theft from Vehicle
6181,10433,Theft of Bicycle
6182,10436,Theft from Vehicle
6183,10437,Theft of Bicycle
6185,10443,Theft of Vehicle
6186,10452,Theft of Vehicle
6187,10453,Theft of Vehicle
